0
5.6566333e+00	3.6999343e+00	4.5751058e-01	6.5934170e-02
4.5078856e+00	3.1176769e+00	-1.7579029e-01	1.3839556e+00
2.7096053e+00	2.2789776e-01	1.3703969e+00	-5.0091153e-01
3.6370444e+00	3.5207064e-01	-8.8323964e-01	1.0024798e+00
5.7249835e+00	5.7735677e+00	-4.1921358e-01	-4.7669929e-01
1.8901685e+00	5.1688078e+00	-5.1727301e-02	-4.1380026e-02
3.9491431e+00	1.9136274e+00	-8.3960240e-01	-6.7126515e-01
2.7642824e+00	7.7862218e-01	-6.5705121e-01	4.9736824e-01
5.5573390e+00	3.8967601e-01	-3.9508455e-01	-3.5701923e-01
3.4836311e+00	4.9167353e+00	-4.9449042e-01	-4.7916024e-01
1.3543091e+00	3.2682975e+00	-3.3768654e-01	5.9559104e-01
4.0293969e+00	3.6370332e+00	1.3846006e-01	3.5160465e-01
8.1138489e-01	1.0471611e+00	1.4279514e-02	2.5000520e-01
8.3454679e-01	4.2652592e+00	-4.4342112e-01	-1.0132946e-01
1.4852491e+00	5.7460229e+00	1.9030538e-01	1.6414745e-01
4.0637681e+00	4.3908373e+00	5.5184897e-01	-1.3784291e-01
3.7841736e+00	9.7058136e-01	2.1088835e-02	-3.5208683e-01
2.5328514e+00	4.8795283e+00	2.0675908e-01	-2.6716745e-01
1.3607380e+00	4.3654310e+00	8.7282744e-01	-8.9463864e-01
5.5381147e+00	3.0540807e+00	2.5572690e-02	-1.3274730e-01
5.0170519e+00	1.3782499e+00	4.0069590e-01	6.4496365e-01
2.7237659e-01	1.1119411e+00	-8.2595175e-01	6.0497400e-01
9.8187353e-01	5.7348550e+00	-6.6429637e-01	-3.5882923e-01
1.7286714e+00	8.0881117e-01	4.5187290e-02	-1.2045456e-01
3.8845637e+00	3.2509650e+00	-2.5134930e-01	1.4754335e-01
5.7396931e+00	2.6153095e+00	1.3596610e+00	4.5736453e-01
2.6712565e+00	1.1944914e+00	1.8306282e+00	1.8099107e+00
1.8334714e+00	3.6440550e+00	2.9110764e-01	1.5051711e-01
3.1969367e+00	3.9176487e+00	2.5043794e-01	-6.3785396e-02
3.5080309e+00	2.1459894e+00	-4.5595282e-01	7.3740184e-01
1.9331099e+00	2.1612998e+00	-1.3083107e+00	8.7165853e-03
4.7591029e+00	3.7910814e+00	8.7997970e-01	6.5770904e-02
5.2709392e+00	5.7278071e+00	-8.3061988e-02	4.5510555e-02
4.6416137e+00	4.5714400e+00	-1.8105537e-01	-3.6563470e-01
1.2568027e+00	2.5524418e-01	-1.0974074e+00	-2.0380063e-01
2.7208612e+00	4.4468745e+00	1.2046468e-03	2.7922715e-02
2.3990833e+00	5.7932288e+00	-1.2267313e+00	2.0613816e-01
4.8489146e+00	3.3575552e+00	-2.2246078e-01	-5.3819717e-01
6.1339469e-01	5.3886242e+00	1.3756196e-01	6.1016945e-02
4.3425267e+00	7.8144537e-01	-7.7085319e-01	1.4437283e+00
3.3167605e+00	5.3200597e+00	9.6577509e-01	-8.0118006e-01
2.3688419e+00	2.2315868e+00	8.6037637e-02	-1.4975380e-01
5.7910992e+00	1.4704770e+00	1.0275763e-02	-8.0301661e-02
4.8546335e+00	4.2220267e+00	-3.7960687e-01	-3.0434507e-01
4.2092987e+00	2.2261249e+00	1.6498537e-01	1.1440549e-01
